Phase,Day,UTC,posix[s],t[s],s[NM],h[ft],TAS[kt],mass[kg],FPA_a[º],THR[%],SB[%],nz[g],hp[ft],VS[ft/min],CAS[kt],mach[-],GS[kt],FPA_g[º],FlightID,reserved,Temp[ºC],Press[hPa],Wn[kt],We[kt],Ws[kt],Wx[kt],reserved,reserved,reserved,Lat[º],Lon[º],x[NM],y[NM],WP_prev,WP_next,Flight_Block,reserved,reserved,phi[º],heading[º],track[º],Radius[NM],reserved,reserved,reserved,gear,config,rating,packs,anti-ice,reserved,reserved,reserved,Drag[daN],CD[-],CL[-],Thrust[daN],FF[kg/h],FOB[kg],N1[%],N2[%],Tidle[daN],Tmax[daN],N1_idle[%],N1_max[%],reserved,reserved,reserved,sdot[kt],vdot[kt/s],mdot[kg/s],hdot[ft/min],hpdot[ft/min],vcasdot[kt/s],reserved,reserved,reserved,
 "CRUISE_1378332",2016-07-28,05:35:16,  1469684116,   5229.59,  -337.25,  39325.7,  443.1,   60944.6,  -0.01,   79.780,    0.000,  1.000,  37988.1,    -0.92,  242.9, 0.768949,  442.3,  -0.01,EXAMPLE,,  -54.52,  206.58, -37.7,  31.6,   2.0,  49.1,,,,  46.305332,   6.711290,    174.82,   2770.26,"VENAT","LAMUR",cruise,,,   0.00,   46.0,   52.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3397.85,  0.03241,  0.5701,    3395.3, 2089.3,   1651.6,  0.0,  0.0,      27.9,    4248.8,  0.0,  0.0,,,,   442.31,  0.00264,    -0.58,    -8.09,    -0.92,  0.00116,,,,
 "CRUISE_1382296",2016-07-28,05:36:37,  1469684197,   5310.87,  -327.25,  39315.4,  443.1,   60897.5,  -0.01,   79.706,    0.000,  1.000,  37987.7,     0.01,  242.9, 0.768977,  443.1,  -0.01,EXAMPLE,,  -54.46,  206.58, -35.8,  30.6,   2.4,  47.1,,,,  46.406686,   6.902272,    182.92,   2776.12,"VENAT","LAMUR",cruise,,,   0.00,   46.3,   52.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3395.51,  0.03239,  0.5697,    3392.3, 2087.8,   1604.5,  0.0,  0.0,      27.8,    4248.9,  0.0,  0.0,,,,   443.06,  0.00217,    -0.58,    -7.52,     0.01,  0.00094,,,,
 "CRUISE_1386189",2016-07-28,05:37:58,  1469684278,   5391.99,  -317.25,  39304.0,  443.2,   60850.5,  -0.01,   79.625,    0.000,  1.000,  37987.1,     1.14,  242.9, 0.769059,  444.0,  -0.01,EXAMPLE,,  -54.41,  206.59, -33.9,  30.1,   3.1,  45.2,,,,  46.507719,   7.093962,    191.02,   2781.98,"VENAT","LAMUR",cruise,,,   0.00,   46.5,   52.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3393.42,  0.03236,  0.5691,    3389.0, 2086.2,   1557.5,  0.0,  0.0,      27.7,    4249.1,  0.0,  0.0,,,,   444.03,  0.00179,    -0.58,    -7.53,     1.14,  0.00059,,,,
 "CRUISE_1390219",2016-07-28,05:39:21,  1469684361,   5474.76,  -307.25,  39291.3,  443.3,   60802.6,  -0.01,   79.543,    0.000,  1.000,  37987.1,     1.66,  243.0, 0.769139,  425.0,  -0.01,EXAMPLE,,  -54.35,  206.59, -32.1,  30.0, -16.5,  40.8,,,,  46.623045,   7.260608,    198.08,   2788.74,"LAMUR","*UZ67",cruise,,,   0.00,   19.7,   24.9,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3391.26,  0.03233,  0.5685,    3385.6, 2084.6,   1509.6,  0.0,  0.0,      27.6,    4249.2,  0.0,  0.0,,,,   425.00,  0.00170,    -0.58,    -8.26,     1.66,  0.00033,,,,
 "CRUISE_1394788",2016-07-28,05:40:46,  1469684446,   5559.22,  -297.25,  39278.5,  443.4,   60753.8,  -0.01,   79.474,    0.000,  1.000,  37988.0,    -0.10,  242.9, 0.769092,  426.8,  -0.01,EXAMPLE,,  -54.24,  206.58, -30.4,  30.4, -14.8,  40.3,,,,  46.774141,   7.362612,    202.48,   2797.71,"*UZ67","KORED",cruise,,,   0.00,   19.6,   24.8,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3388.51,  0.03231,  0.5681,    3382.5, 2083.3,   1460.8,  0.0,  0.0,      27.7,    4249.0,  0.0,  0.0,,,,   426.77,  0.00204,    -0.58,    -9.33,    -0.10,  0.00024,,,,
 "CRUISE_1398593",2016-07-28,05:42:08,  1469684528,   5641.50,  -287.25,  39267.0,  443.5,   60706.2,  -0.01,   79.458,    0.000,  1.000,  37988.2,    -1.62,  242.9, 0.768997,  447.7,  -0.01,EXAMPLE,,  -54.10,  206.58, -28.3,  30.3,   6.1,  41.0,,,,  46.901918,   7.508497,    208.64,   2805.26,"KORED","KONOL",cruise,,,   0.00,   46.2,   51.5,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3385.63,  0.03229,  0.5678,    3381.8, 2083.4,   1413.2,  0.0,  0.0,      27.8,    4248.9,  0.0,  0.0,,,,   447.67,  0.00270,    -0.58,    -9.27,    -1.62,  0.00077,,,,
 "CRUISE_1402534",2016-07-28,05:43:28,  1469684608,   5721.50,  -277.25,  39256.1,  443.6,   60659.9,  -0.01,   79.435,    0.000,  1.000,  37987.5,    -0.25,  242.9, 0.769003,  451.9,  -0.01,EXAMPLE,,  -53.99,  206.58, -25.9,  29.5,   9.9,  38.0,,,,  47.004303,   7.700347,    216.63,   2811.26,"KONOL","TADOB",cruise,,,   0.00,   51.0,   55.9,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3383.26,  0.03227,  0.5674,    3380.9, 2083.4,   1366.9,  0.0,  0.0,      27.8,    4249.0,  0.0,  0.0,,,,   451.87,  0.00276,    -0.58,    -8.27,    -0.25,  0.00106,,,,
 "CRUISE_1406447",2016-07-28,05:44:48,  1469684688,   5801.04,  -267.25,  39245.2,  443.7,   60614.0,  -0.01,   79.356,    0.000,  1.000,  37987.8,     0.54,  242.9, 0.769046,  452.8,  -0.01,EXAMPLE,,  -53.93,  206.58, -23.7,  28.8,  10.6,  35.7,,,,  47.097408,   7.902463,    225.01,   2816.72,"KONOL","TADOB",cruise,,,   0.00,   51.3,   55.9,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3381.06,  0.03225,  0.5669,    3377.5, 2081.8,   1321.0,  0.0,  0.0,      27.7,    4249.0,  0.0,  0.0,,,,   452.83,  0.00232,    -0.58,    -8.12,     0.54,  0.00088,,,,
 "CRUISE_1410361",2016-07-28,05:46:07,  1469684767,   5880.49,  -257.25,  39234.5,  443.8,   60568.1,  -0.01,   79.273,    0.000,  1.000,  37988.3,    -0.53,  242.9, 0.769037,  452.8,  -0.01,EXAMPLE,,  -53.84,  206.58, -21.5,  28.2,  10.3,  33.9,,,,  47.190517,   8.104913,    233.37,   2822.21,"TADOB","DITON",cruise,,,   0.00,   49.8,   54.2,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3378.64,  0.03222,  0.5665,    3374.0, 2080.1,   1275.1,  0.0,  0.0,      27.8,    4248.9,  0.0,  0.0,,,,   452.83,  0.00208,    -0.58,    -8.45,    -0.53,  0.00041,,,,
 "CRUISE_1414035",2016-07-28,05:47:27,  1469684847,   5960.10,  -247.25,  39224.3,  443.9,   60522.2,  -0.01,   79.254,    0.000,  1.000,  37988.1,    -0.81,  242.9, 0.768979,  454.1,  -0.01,EXAMPLE,,  -53.71,  206.58, -19.2,  27.8,  11.3,  31.8,,,,  47.287715,   8.303559,    241.54,   2827.96,"TADOB","DITON",cruise,,,   0.00,   50.1,   54.2,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3376.02,  0.03220,  0.5661,    3373.2, 2080.2,   1229.2,  0.0,  0.0,      27.8,    4248.9,  0.0,  0.0,,,,   454.10,  0.00253,    -0.58,    -8.13,    -0.81,  0.00051,,,,
 "CRUISE_1417677",2016-07-28,05:48:46,  1469684926,   6039.47,  -237.25,  39214.1,  444.0,   60476.3,  -0.01,   79.232,    0.000,  1.000,  37987.7,     0.02,  242.9, 0.768993,  452.3,  -0.01,EXAMPLE,,  -53.59,  206.58, -16.8,  27.4,   9.3,  30.8,,,,  47.396185,   8.489334,    249.17,   2834.41,"DITON",  "ZUE",cruise,,,   0.00,   44.4,   48.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3373.72,  0.03218,  0.5657,    3372.3, 2080.2,   1183.3,  0.0,  0.0,      27.8,    4249.0,  0.0,  0.0,,,,   452.25,  0.00278,    -0.58,    -7.63,     0.02,  0.00092,,,,
 "CRUISE_1417701",2016-07-28,05:50:05,  1469685005,   6118.91,  -227.25,  39202.7,  444.1,   60430.5,  -0.01,   79.154,    0.000,  1.000,  37987.0,     1.15,  242.9, 0.769059,  453.6,  -0.01,EXAMPLE,,  -53.50,  206.59, -14.9,  27.2,  10.4,  29.1,,,,  47.506397,   8.673478,    256.70,   2840.98,"DITON",  "ZUE",cruise,,,   0.00,   44.6,   48.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3371.65,  0.03215,  0.5651,    3369.1, 2078.9,   1137.5,  0.0,  0.0,      27.7,    4249.1,  0.0,  0.0,,,,   453.62,  0.00243,    -0.58,    -7.65,     1.15,  0.00085,,,,
 "CRUISE_1417701",2016-07-28,05:52:05,  1469685125,   6238.91,  -212.81,  39184.0,  444.3,   60361.4,  -0.01,   78.972,    0.000,  1.000,  37987.2,     2.39,  243.0, 0.769133,  437.7,  -0.01,EXAMPLE,,  -53.42,  206.59, -13.3,  27.3,  -5.5,  29.9,,,,  47.699063,   8.861300,    264.36,   2852.52,  "ZUE","SONOM",cruise,,,   0.00,   11.5,   15.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3368.40,  0.03212,  0.5644,    3361.4, 2074.8,   1068.4,  0.0,  0.0,      27.6,    4249.2,  0.0,  0.0,,,,   437.73,  0.00125,    -0.58,    -8.24,     2.39,  0.00021,,,,
 "CRUISE_1417701",2016-07-28,05:54:05,  1469685245,   6358.91,  -198.29,  39163.8,  444.4,   60292.3,  -0.01,   78.945,    0.000,  1.000,  37987.4,    -0.77,  243.0, 0.769231,  433.6,  -0.01,EXAMPLE,,  -53.36,  206.59, -12.6,  27.9,  -9.8,  29.0,,,,  47.937058,   8.918881,    266.71,   2866.80,"SONOM","LADOL",cruise,,,   0.00,    2.0,    5.7,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3365.28,  0.03208,  0.5636,    3360.3, 2074.6,    999.3,  0.0,  0.0,      27.5,    4249.2,  0.0,  0.0,,,,   433.65,  0.00285,    -0.58,   -10.49,    -0.77,  0.00145,,,,
 "CRUISE_1417701",2016-07-28,05:56:05,  1469685365,   6478.91,  -183.82,  39144.6,  444.5,   60223.3,  -0.01,   78.770,    0.000,  1.000,  37987.3,    -0.35,  243.0, 0.769175,  434.4,  -0.01,EXAMPLE,,  -53.27,  206.59, -12.0,  28.3,  -9.1,  29.3,,,,  48.176807,   8.954861,    268.17,   2881.18,"LADOL","EMPAX",cruise,,,   0.00,    2.0,    5.8,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3361.50,  0.03205,  0.5630,    3352.9, 2070.6,    930.3,  0.0,  0.0,      27.6,    4249.2,  0.0,  0.0,,,,   434.41,  0.00137,    -0.58,    -9.76,    -0.35,  0.00024,,,,
 "CRUISE_1417701",2016-07-28,05:58:05,  1469685485,   6598.91,  -169.33,  39125.7,  444.6,   60154.3,  -0.01,   78.741,    0.000,  1.000,  37987.3,    -0.00,  243.0, 0.769129,  435.4,  -0.01,EXAMPLE,,  -53.14,  206.59, -11.1,  28.6,  -8.1,  29.5,,,,  48.417038,   8.991220,    269.63,   2895.60,"LADOL","EMPAX",cruise,,,   0.00,    1.9,    5.8,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3357.77,  0.03202,  0.5625,    3351.7, 2070.4,    861.3,  0.0,  0.0,      27.6,    4249.1,  0.0,  0.0,,,,   435.42,  0.00204,    -0.58,    -9.44,    -0.00,  0.00073,,,,
 "CRUISE_1417701",2016-07-28,06:00:05,  1469685605,   6718.91,  -154.77,  39106.8,  444.6,   60085.4,  -0.01,   78.653,    0.000,  1.000,  37987.3,     0.06,  243.0, 0.769158,  438.1,  -0.01,EXAMPLE,,  -53.10,  206.59, -10.1,  28.9,  -5.5,  30.1,,,,  48.658046,   9.030774,    271.20,   2910.07,"NELLI","KOVAN",cruise,,,   0.00,    5.0,    8.9,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3354.38,  0.03198,  0.5618,    3348.0, 2068.5,    792.4,  0.0,  0.0,      27.6,    4249.2,  0.0,  0.0,,,,   438.08,  0.00193,    -0.57,    -9.44,     0.06,  0.00103,,,,
 "CRUISE_1417701",2016-07-28,06:02:05,  1469685725,   6838.91,  -140.18,  39087.8,  444.6,   60016.6,  -0.01,   78.528,    0.000,  1.000,  37987.3,     0.01,  243.0, 0.769161,  437.4,  -0.01,EXAMPLE,,  -53.07,  206.59,  -9.1,  29.1,  -6.3,  29.8,,,,  48.898211,   9.086416,    273.40,   2924.48,"KOVAN","KISEK",cruise,,,   0.00,    1.6,    5.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3350.89,  0.03195,  0.5611,    3342.7, 2065.5,    723.6,  0.0,  0.0,      27.6,    4249.2,  0.0,  0.0,,,,   437.36,  0.00137,    -0.57,    -9.49,     0.01,  0.00068,,,,
       "DES_MACH",2016-07-28,06:03:34,  1469685814,   6927.07,  -129.45,  39067.3,  441.1,   59967.2,  -3.30,   -0.332,    0.000,  0.998,  37980.7, -2686.63,  240.9, 0.763016,  433.8,  -3.35,EXAMPLE,,  -53.04,  206.65,  -8.4,  29.3,  -5.6,  30.0,,,,  49.075988,   9.111876,    274.39,   2935.16,"KISEK","XINLA",descent,,,   0.00,    1.5,    5.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3319.80,  0.03215,  0.5686,      21.0,  445.7,    674.2,  0.0,  0.0,      35.0,    4245.1,  0.0,  0.0,,,,   433.76,  0.02648,    -0.12, -2567.89, -2686.63,  0.25381,,,,
       "DES_MACH",2016-07-28,06:03:42,  1469685822,   6935.43,  -128.45,  38729.9,  441.3,   59966.1,  -3.32,   -0.348,    0.000,  0.998,  37627.9, -2700.11,  242.8, 0.763020,  433.3,  -3.37,EXAMPLE,,  -52.86,  210.19,  -9.0,  29.4,  -6.2,  30.1,,,,  49.092694,   9.114263,    274.48,   2936.16,"KISEK","XINLA",descent,,,   0.00,    1.4,    5.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3324.67,  0.03166,  0.5590,       8.5,  444.0,    673.1,  0.0,  0.0,      23.5,    4309.2,  0.0,  0.0,,,,   433.29,  0.02814,    -0.12, -2586.08, -2700.11,  0.25636,,,,
       "DES_MACH",2016-07-28,06:03:52,  1469685832,   6945.43,  -127.24,  38300.5,  441.6,   59964.9,  -3.34,   -0.345,    0.000,  0.998,  37182.2, -2680.69,  245.4, 0.763017,  432.7,  -3.40,EXAMPLE,,  -52.61,  214.74,  -9.8,  29.5,  -7.1,  30.3,,,,  49.112637,   9.117116,    274.59,   2937.36,"KISEK","XINLA",descent,,,   0.00,    1.4,    5.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3332.96,  0.03106,  0.5472,      -6.6,  441.7,    671.9,  0.0,  0.0,       8.5,    4390.2,  0.0,  0.0,,,,   432.71,  0.02736,    -0.12, -2603.52, -2680.69,  0.25593,,,,
       "DES_MACH",2016-07-28,06:04:02,  1469685842,   6955.43,  -126.04,  37867.7,  441.8,   59963.7,  -3.37,   -0.340,    0.000,  0.998,  36742.0, -2635.60,  247.9, 0.763018,  432.1,  -3.43,EXAMPLE,,  -52.36,  219.33, -10.7,  29.6,  -7.9,  30.5,,,,  49.132552,   9.119967,    274.70,   2938.55,"KISEK","XINLA",descent,,,   0.00,    1.4,    5.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3343.39,  0.03051,  0.5357,     -21.8,  439.4,    670.7,  0.0,  0.0,      -6.6,    4470.4,  0.0,  0.0,,,,   432.10,  0.02813,    -0.12, -2626.38, -2635.60,  0.25554,,,,
       "DES_MACH",2016-07-28,06:04:12,  1469685852,   6965.43,  -124.84,  37431.7,  442.0,   59962.5,  -3.40,   -0.339,    0.000,  0.998,  36309.6, -2609.22,  250.4, 0.763029,  431.5,  -3.48,EXAMPLE,,  -52.13,  223.94, -11.6,  29.7,  -8.7,  30.7,,,,  49.152439,   9.122816,    274.81,   2939.75,"KISEK","XINLA",descent,,,   0.00,    1.4,    5.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3355.77,  0.02999,  0.5246,     -37.3,  437.1,    669.5,  0.0,  0.0,     -21.8,    4549.2,  0.0,  0.0,,,,   431.47,  0.03219,    -0.12, -2658.63, -2609.22,  0.25791,,,,
       "DES_MACH",2016-07-28,06:04:22,  1469685862,   6975.43,  -123.65,  36991.1,  442.3,   59961.2,  -3.44,   -0.339,    0.000,  0.998,  35880.2, -2604.23,  252.9, 0.763044,  430.9,  -3.52,EXAMPLE,,  -51.88,  228.60, -12.4,  29.9,  -9.5,  30.9,,,,  49.172297,   9.125663,    274.92,   2940.94,"KISEK","XINLA",descent,,,   0.00,    1.3,    5.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3370.13,  0.02950,  0.5139,     -53.1,  434.7,    668.2,  0.0,  0.0,     -37.3,    4627.4,  0.0,  0.0,,,,   430.88,  0.03262,    -0.12, -2684.22, -2604.23,  0.25759,,,,
       "DES_MACH",2016-07-28,06:04:32,  1469685872,   6985.43,  -122.45,  36545.6,  442.6,   59960.0,  -3.44,   -0.332,    0.000,  0.998,  35450.8, -2564.25,  255.4, 0.763043,  430.4,  -3.53,EXAMPLE,,  -51.61,  233.35, -13.2,  30.0, -10.3,  31.1,,,,  49.192129,   9.128509,    275.03,   2942.13,"KISEK","XINLA",descent,,,   0.00,    1.3,    5.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3386.40,  0.02904,  0.5034,     -68.9,  432.3,    667.0,  0.0,  0.0,     -53.1,    4705.2,  0.0,  0.0,,,,   430.35,  0.02251,    -0.12, -2686.61, -2564.25,  0.24901,,,,
       "DES_MACH",2016-07-28,06:04:42,  1469685882,   6995.43,  -121.25,  36097.7,  442.8,   59958.8,  -3.45,   -0.322,    0.000,  0.998,  35030.5, -2480.91,  257.9, 0.763045,  429.7,  -3.55,EXAMPLE,,  -51.39,  238.08, -14.1,  30.2, -11.2,  31.4,,,,  49.211933,   9.131353,    275.14,   2943.32,"KISEK","XINLA",descent,,,   0.00,    1.3,    5.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3404.06,  0.02861,  0.4934,     -84.6,  429.8,    665.8,  0.0,  0.0,     -68.9,    4781.0,  0.0,  0.0,,,,   429.65,  0.01674,    -0.12, -2699.83, -2480.91,  0.24524,,,,
       "DES_MACH",2016-07-28,06:04:52,  1469685892,   7005.43,  -120.06,  35648.6,  442.9,   59957.6,  -3.59,   -0.334,    0.000,  0.998,  34626.0, -2507.59,  260.3, 0.763111,  428.6,  -3.70,EXAMPLE,,  -51.29,  242.70, -15.2,  30.5, -12.3,  31.8,,,,  49.231698,   9.134194,    275.25,   2944.50,"KISEK","XINLA",descent,,,   0.00,    1.2,    5.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3422.69,  0.02822,  0.4838,    -101.0,  427.3,    664.6,  0.0,  0.0,     -84.6,    4853.5,  0.0,  0.0,,,,   428.58,  0.05072,    -0.12, -2807.46, -2507.59,  0.27498,,,,
       "DES_MACH",2016-07-28,06:05:02,  1469685902,   7015.43,  -118.87,  35189.7,  443.2,   59956.5,  -3.84,   -0.382,    0.000,  0.998,  34208.5, -2824.98,  262.9, 0.763197,  427.8,  -3.97,EXAMPLE,,  -51.07,  247.54, -16.2,  30.7, -13.2,  32.1,,,,  49.251418,   9.137031,    275.36,   2945.69,"KISEK","XINLA",descent,,,   0.00,    1.2,    5.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3443.34,  0.02783,  0.4741,    -120.2,  424.7,    663.5,  0.0,  0.0,    -101.0,    4927.9,  0.0,  0.0,,,,   427.79,  0.12236,    -0.12, -3008.31, -2824.98,  0.33152,,,,
       "DES_MACH",2016-07-28,06:05:12,  1469685912,   7025.43,  -117.68,  34705.5,  444.0,   59955.3,  -3.99,   -0.429,    0.000,  0.998,  33729.8, -3234.13,  265.7, 0.763206,  428.5,  -4.13,EXAMPLE,,  -50.29,  253.19, -16.1,  30.2, -13.3,  31.6,,,,  49.271133,   9.139869,    275.47,   2946.87,"KISEK","XINLA",descent,,,   0.00,    1.3,    5.4,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3468.90,  0.02741,  0.4634,    -142.3,  421.6,    662.3,  0.0,  0.0,    -120.2,    5012.5,  0.0,  0.0,,,,   428.52,  0.15635,    -0.12, -3130.22, -3234.13,  0.35007,,,,
        "DES_CAS",2016-07-28,06:05:22,  1469685922,   7035.43,  -116.49,  34193.3,  445.3,   59954.1,  -2.81,   -0.111,    0.000,  0.999,  33191.4, -2325.96,  269.0, 0.763153,  435.4,  -2.87,EXAMPLE,,  -48.96,  259.67, -15.1,  29.0,  -8.2,  31.7,,,,  49.290707,   9.144168,    275.64,   2948.05,"XINLA","XORBO",descent,,,   0.00,    8.9,   13.0,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3502.84,  0.02699,  0.4525,    -148.1,  418.1,    661.1,  0.0,  0.0,    -142.3,    5106.7,  0.0,  0.0,,,,   435.40, -0.25001,    -0.12, -2208.65, -2325.96,  0.00201,,,,
        "DES_CAS",2016-07-28,06:05:23,  1469685923,   7036.30,  -116.39,  34161.3,  445.0,   59954.0,  -2.81,   -0.111,    0.000,  0.999,  33157.7, -2321.96,  269.0, 0.762622,  435.2,  -2.87,EXAMPLE,,  -48.87,  260.08, -15.0,  28.9,  -8.1,  31.6,,,,  49.292415,   9.144770,    275.66,   2948.15,"XINLA","XORBO",descent,,,   0.00,    8.9,   13.0,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3501.66,  0.02697,  0.4524,    -148.6,  418.0,    661.0,  0.0,  0.0,    -142.8,    5112.4,  0.0,  0.0,,,,   435.25, -0.24949,    -0.12, -2208.27, -2321.96,  0.00192,,,,
        "DES_CAS",2016-07-28,06:05:33,  1469685933,   7046.30,  -115.18,  33795.0,  442.6,   59952.9,  -2.82,   -0.103,    0.000,  0.999,  32778.3, -2245.34,  269.0, 0.756718,  433.4,  -2.88,EXAMPLE,,  -47.90,  264.73, -14.2,  28.0,  -7.5,  30.5,,,,  49.311992,   9.151676,    275.93,   2949.33,"XINLA","XORBO",descent,,,   0.00,    9.0,   13.0,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3490.20,  0.02683,  0.4514,    -154.1,  417.4,    659.9,  0.0,  0.0,    -148.6,    5176.4,  0.0,  0.0,,,,   433.43, -0.24392,    -0.12, -2204.55, -2245.34,  0.00212,,,,
        "DES_CAS",2016-07-28,06:05:43,  1469685943,   7056.30,  -113.98,  33429.3,  440.1,   59951.7,  -2.83,   -0.098,    0.000,  0.999,  32410.7, -2190.65,  269.0, 0.751051,  431.6,  -2.88,EXAMPLE,,  -46.99,  269.31, -13.5,  27.2,  -7.0,  29.6,,,,  49.331485,   9.158557,    276.20,   2950.50,"XINLA","XORBO",descent,,,   0.00,    9.1,   13.0,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3481.46,  0.02670,  0.4504,    -159.4,  416.8,    658.7,  0.0,  0.0,    -154.1,    5239.1,  0.0,  0.0,,,,   431.55, -0.23861,    -0.12, -2202.27, -2190.65,  0.00262,,,,
        "DES_CAS",2016-07-28,06:05:53,  1469685953,   7066.30,  -112.78,  33064.1,  437.7,   59950.5,  -2.85,   -0.094,    0.000,  0.999,  32049.6, -2168.90,  269.0, 0.745537,  429.7,  -2.90,EXAMPLE,,  -46.12,  273.86, -12.9,  26.5,  -6.6,  28.7,,,,  49.350893,   9.165414,    276.47,   2951.66,"XINLA","XORBO",descent,,,   0.00,    9.2,   13.0,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3474.55,  0.02660,  0.4495,    -164.5,  416.3,    657.5,  0.0,  0.0,    -159.4,    5301.2,  0.0,  0.0,,,,   429.68, -0.23267,    -0.12, -2202.84, -2168.90,  0.00363,,,,
        "DES_CAS",2016-07-28,06:06:03,  1469685963,   7076.30,  -111.59,  32699.0,  435.4,   59949.4,  -2.87,   -0.089,    0.000,  0.999,  31691.0, -2161.15,  269.0, 0.740109,  427.9,  -2.92,EXAMPLE,,  -45.23,  278.44, -12.2,  25.8,  -6.1,  27.8,,,,  49.370218,   9.172248,    276.73,   2952.82,"XINLA","XORBO",descent,,,   0.00,    9.3,   13.0,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3468.93,  0.02650,  0.4486,    -169.4,  415.9,    656.4,  0.0,  0.0,    -164.5,    5363.4,  0.0,  0.0,,,,   427.90, -0.22492,    -0.12, -2208.54, -2161.15,  0.00547,,,,
        "DES_CAS",2016-07-28,06:06:13,  1469685973,   7086.30,  -110.41,  32333.4,  433.1,   59948.2,  -2.90,   -0.084,    0.000,  0.999,  31336.1, -2131.22,  269.0, 0.734786,  426.2,  -2.94,EXAMPLE,,  -44.32,  283.04, -11.4,  25.0,  -5.5,  26.9,,,,  49.389465,   9.179059,    276.99,   2953.98,"XINLA","XORBO",descent,,,   0.00,    9.4,   13.0,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3464.26,  0.02642,  0.4477,    -174.2,  415.6,    655.2,  0.0,  0.0,    -169.4,    5425.7,  0.0,  0.0,,,,   426.22, -0.21546,    -0.12, -2218.89, -2131.22,  0.00712,,,,
        "DES_CAS",2016-07-28,06:06:23,  1469685983,   7096.30,  -109.23,  31966.4,  430.9,   59947.1,  -2.91,   -0.079,    0.000,  0.999,  30988.7, -2065.44,  269.0, 0.729620,  424.6,  -2.95,EXAMPLE,,  -43.41,  287.60, -10.7,  24.2,  -5.0,  26.0,,,,  49.408636,   9.185849,    277.26,   2955.13,"XINLA","XORBO",descent,,,   0.00,    9.5,   13.0,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3460.37,  0.02634,  0.4469,    -178.6,  415.4,    654.1,  0.0,  0.0,    -174.2,    5487.3,  0.0,  0.0,,,,   424.61, -0.21079,    -0.12, -2218.83, -2065.44,  0.00330,,,,
        "DES_CAS",2016-07-28,06:06:33,  1469685993,   7106.30,  -108.05,  31598.4,  428.8,   59945.9,  -2.90,   -0.076,    0.000,  0.999,  30649.6, -2020.99,  269.0, 0.724601,  423.0,  -2.94,EXAMPLE,,  -42.50,  292.10, -10.0,  23.3,  -4.5,  24.9,,,,  49.427736,   9.192619,    277.52,   2956.28,"XINLA","XORBO",descent,,,   0.00,    9.7,   13.0,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3457.01,  0.02627,  0.4461,    -183.0,  415.2,    652.9,  0.0,  0.0,    -178.6,    5548.1,  0.0,  0.0,,,,   423.04, -0.21491,    -0.12, -2199.31, -2020.99, -0.00383,,,,
